institution_name,programme_name,country,degree_level,discipline,institution_id,programme_id,programme_identity,credential,duration,location,delivery_mode,programme_language,programme_status,academic_cycle,tuition,tuition_scope,additional_fees,additional_fees_scope,mandatory_fees,application_fee,scholarship,scholarship_amount,funding,funding_amount,funding_eligibility,funding_deadline,ielts_overall,ielts_subscores,toefl,duolingo,standardized_test_requirements,intakes,final_deadline,priority_deadline,international_deadline,rolling_admission,application_url,minimum_degree,minimum_gpa,gpa_scale,subject_prerequisites,required_documents,recommendation_letters,sop_or_essay,portfolio,work_experience,career_outcomes,employment_outcomes,direct_field_count,hierarchical_added_field_count,effective_field_count,missing_field_count,effective_completion_pct,final_source_count,hierarchical_field_count
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-019,97423fc0-45e9-51e2-a731-0ca88961b85f,licence mention professorat des écoles,licence,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-019,f4f878c2-17b2-5cd3-bf41-335ff38646af,master mention enseignement et éducation - professorat des écoles,master,2 ans,Nice,"temps plein, cours en présentiel ou cours en distanciel (enseignement à distance possible)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut polytechnique de Paris,Master innovation entreprise societe,FR,master,other,ip-paris-fr-canary,c730c2f4-b8a5-5ef0-9947-7eea1b10b7d9,"master mention innovation, entreprise et société",master,2 ans,Palaiseau,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut polytechnique de Paris,Master mention biologie-sante,FR,master,other,ip-paris-fr-canary,10ca8bac-cfc7-5cb3-87ae-5f1041983e86,master mention biologie-santé,master,2 ans,Palaiseau,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut supérieur des sciences et techniques,master mention génie industriel,FR,master,other,onisep-fr-stage1-004,5dea6883-31fe-5808-9ee8-0775b57792ae,master mention génie industriel,master,2 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut supérieur des sciences et techniques,master mention informatique,FR,master,computer science,onisep-fr-stage1-004,2f22ab26-e9a8-53fb-a260-26252a231af8,master mention informatique,master,2 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business développement et management de la relation client,FR,bachelor,other,onisep-fr-stage1-007,04bc0f72-add9-5031-9f73-893f3015f64e,BUT techniques de commercialisation parcours business développement et management de la relation client,bachelor universitaire de technologie,3 ans,Laon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business international : achat et vente,FR,bachelor,other,onisep-fr-stage1-007,799e0634-fecf-5059-8a0b-3f628d588a9c,BUT techniques de commercialisation parcours business international : achat et vente,bachelor universitaire de technologie,3 ans,Laon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",FR,bachelor,other,onisep-fr-stage1-008,b9aa04e3-0f33-518f-afbd-7a9e7479bafb,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",bachelor universitaire de technologie,3 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,BUT génie mécanique et productique parcours innovation pour l'industrie,FR,bachelor,engineering,onisep-fr-stage1-008,b42b75f5-3004-5009-8bcf-40a2f3438085,BUT génie mécanique et productique parcours innovation pour l'industrie,bachelor universitaire de technologie,3 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT carrières juridiques parcours entreprise et association,FR,bachelor,other,onisep-fr-stage1-006,f0e956c7-5c0a-57a4-b147-b8bd217d2514,BUT carrières juridiques parcours entreprise et association,bachelor universitaire de technologie,3 ans,Cuffies,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,FR,bachelor,computer science,onisep-fr-stage1-006,0f970faf-fdf2-58c6-814b-8cf1fb584379,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,bachelor universitaire de technologie,3 ans,Cuffies,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Montluçon,BUT génie électrique et informatique industrielle parcours électricité et maîtrise de l'énergie,FR,bachelor,computer science,onisep-fr-stage1-013,4c35dae7-87c2-5354-824b-be18661a1765,BUT génie électrique et informatique industrielle parcours électricité et maîtrise de l'énergie,bachelor universitaire de technologie,3 ans,Montluçon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Montluçon,BUT métiers de la transition et de l'efficacité énergétiques parcours réalisation des installations énergétiques pour le bâtiment et l'industrie,FR,bachelor,other,onisep-fr-stage1-013,c71397c3-c640-5a07-9cb8-8f9d7f00b9a8,BUT métiers de la transition et de l'efficacité énergétiques parcours réalisation des installations énergétiques pour le bâtiment et l'industrie,bachelor universitaire de technologie,3 ans,Montluçon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Moulins,BUT techniques de commercialisation parcours business international : achat et vente,FR,bachelor,other,onisep-fr-stage1-010,8fdc5c4f-eace-5dd7-a0a2-85c3d9aeb144,BUT techniques de commercialisation parcours business international : achat et vente,bachelor universitaire de technologie,3 ans,Moulins,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Moulins,"BUT techniques de commercialisation parcours marketing digital, e-business et entrepreneuriat",FR,bachelor,other,onisep-fr-stage1-010,4bc4287b-b630-55b7-bebb-1505a023ea61,"BUT techniques de commercialisation parcours marketing digital, e-business et entrepreneuriat",bachelor universitaire de technologie,3 ans,Moulins,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Vichy,BUT métiers du multimédia et de l'internet parcours création numérique,FR,bachelor,computer science,onisep-fr-stage1-011,6bd2a8b8-9767-5c0b-9580-2c8fbda3c98b,BUT métiers du multimédia et de l'internet parcours création numérique,bachelor universitaire de technologie,3 ans,Vichy,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Clermont Auvergne - site de Vichy,BUT métiers du multimédia et de l'internet parcours stratégie de communication numérique et design d'expérience,FR,bachelor,computer science,onisep-fr-stage1-011,c8b582cd-d346-5415-8893-e40e62413526,BUT métiers du multimédia et de l'internet parcours stratégie de communication numérique et design d'expérience,bachelor universitaire de technologie,3 ans,Vichy,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,FR,bachelor,business,onisep-fr-stage1-015,b71975da-c74a-5d2d-8e60-1ffed647fcee,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,bachelor universitaire de technologie,3 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT génie biologique parcours sciences de l'environnement et écotechnologies,FR,bachelor,other,onisep-fr-stage1-015,c79f728c-33cc-5030-b778-40a823b3c17d,BUT génie biologique parcours sciences de l'environnement et écotechnologies,bachelor universitaire de technologie,3 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Gap,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière",FR,bachelor,business,onisep-fr-stage1-016,5fb6c708-c086-5214-9871-88a376d13fda,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière",bachelor universitaire de technologie,3 ans,Gap,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Gap,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,FR,bachelor,business,onisep-fr-stage1-016,0bdcd270-f39d-573a-9d65-19d757eefc98,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,bachelor universitaire de technologie,3 ans,Gap,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT de Charleville,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,FR,bachelor,business,onisep-fr-stage1-039,58644168-c523-558b-b4e2-52647103bbd0,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,bachelor universitaire de technologie,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT de Charleville,BUT techniques de commercialisation parcours business développement et management de la relation client,FR,bachelor,other,onisep-fr-stage1-039,ee721859-3e1a-5f30-bbbc-8738b875a484,BUT techniques de commercialisation parcours business développement et management de la relation client,bachelor universitaire de technologie,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Lyon 1,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,FR,bachelor,business,onisep-fr-stage1-003,fb4aa516-1b71-50e8-b122-746bb65175cf,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,bachelor universitaire de technologie,3 ans,Bourg-en-Bresse,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Lyon 1,master mention génie des procédés et des bio-procédés,FR,master,other,onisep-fr-stage1-003,f9bd9d5d-8227-5b66-b4a7-9869b90d9d7c,master mention génie des procédés et des bio-procédés,master,2 ans,Bourg-en-Bresse,"temps plein, cours en présentiel (les cours se déroulent sur le site de la Doua à Villeurbanne pour le semestre 1 du M1, les cours du semestre 2 du M1 et de l'année en M2 se déroulent sur le site de l'IUT de Bourg)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Cannes,BUT information-communication parcours communication des organisations,FR,bachelor,computer science,onisep-fr-stage1-027,64e762bd-c437-5b9a-bfbf-40671329cc90,BUT information-communication parcours communication des organisations,bachelor universitaire de technologie,3 ans,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Cannes,BUT information-communication parcours journalisme,FR,bachelor,computer science,onisep-fr-stage1-027,4cedbd6a-eda3-5e11-ad37-9bdcf3746650,BUT information-communication parcours journalisme,bachelor universitaire de technologie,3 ans,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours animation sociale et socio-culturelle,FR,bachelor,other,onisep-fr-stage1-021,e0732994-091e-5f76-92ac-3b0830ad9969,BUT carrières sociales parcours animation sociale et socio-culturelle,bachelor universitaire de technologie,3 ans,Menton,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours éducation spécialisée,FR,bachelor,other,onisep-fr-stage1-021,d3eed547-9c02-5f1a-aa92-86592188de66,BUT carrières sociales parcours éducation spécialisée,bachelor universitaire de technologie,3 ans,Menton,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - site de Nice,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,FR,bachelor,business,onisep-fr-stage1-018,2bd8d0f8-2222-53ab-96c6-cdf12dfdca2d,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,bachelor universitaire de technologie,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - site de Nice,"BUT informatique parcours réalisation d'applications : conception, développement, validation",FR,bachelor,computer science,onisep-fr-stage1-018,c544e49f-37e4-5f5e-9ffb-f89d91caafda,"BUT informatique parcours réalisation d'applications : conception, développement, validation",bachelor universitaire de technologie,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours cybersécurité,FR,bachelor,other,onisep-fr-stage1-020,eab1fd00-32ca-5cd9-81cb-b1cd97519540,BUT réseaux et télécommunications parcours cybersécurité,bachelor universitaire de technologie,3 ans,Valbonne,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours internet des objets et mobilité,FR,bachelor,other,onisep-fr-stage1-020,b2e631c1-b970-54ea-be38-4a8e3378752a,BUT réseaux et télécommunications parcours internet des objets et mobilité,bachelor universitaire de technologie,3 ans,Valbonne,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Sorbonne Universite,Licence mention informatique,FR,bachelor,computer science,sorbonne-fr-canary,f825d937-ce65-5abf-ba73-588cbbe7d1d4,licence mention informatique,licence,3 ans,Paris,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Sorbonne Universite,Master mention informatique,FR,master,computer science,sorbonne-fr-canary,1d747e1b-2087-5845-b0b1-9a73afb9fed1,master mention informatique,master,2 ans,Paris,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
UFR Sciences et techniques des activités physiques et sportives - Antenne de Vichy,licence mention sciences et techniques des activités physiques et sportives activité physique adaptée et santé,FR,bachelor,other,onisep-fr-stage1-012,4e617a0f-c536-5347-956b-ba2cf24bc507,licence mention sciences et techniques des activités physiques et sportives activité physique adaptée et santé,licence,3 ans,Vichy,"temps plein, cours en présentiel (1re année à Vichy dans l'Allier, 2e et 3e années à Aubière dans le Puy de Dôme)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
UFR Sciences et techniques des activités physiques et sportives - Antenne de Vichy,licence mention sciences et techniques des activités physiques et sportives éducation et motricité,FR,bachelor,other,onisep-fr-stage1-012,b2d3ccbf-2726-540d-9f02-a41883121b37,licence mention sciences et techniques des activités physiques et sportives éducation et motricité,licence,1 an,Vichy,"temps plein, cours en présentiel (1re année à Vichy dans l'Allier, 2e et 3e années à Aubière dans le Puy de Dôme)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,licence mention sciences pour l'ingénieur,FR,bachelor,engineering,onisep-fr-stage1-040,b2f723c3-fea3-57c3-b092-2be7825c5a5e,licence mention sciences pour l'ingénieur,licence,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,master mention ingénierie de conception,FR,master,other,onisep-fr-stage1-040,9c7a356e-e589-5c3b-a538-c3b048b27a66,master mention ingénierie de conception,master,2 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,FR,master,computer science,onisep-fr-stage1-023,9f97224e-b2bd-5a6f-9b0e-f6a539fd3230,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,diplôme d'ingénieur,3 ans,Biot,"temps plein, cours en présentiel",,,,EUR 601 / year,programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,31,15.79,1,0
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,FR,master,engineering,onisep-fr-stage1-023,0cebda89-86b8-5e41-88f9-480c86db3248,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,diplôme d'ingénieur,3 ans,Biot,"temps plein, cours en présentiel (1re année à Nice puis dans une autre université partenaire en Suède, Espagne, Finlande, Hongrie, Italie, Pays-bas, programme international Erasmus Mundus possible en 2e année du cycle ingénieur)",,,,EUR 3941 / year,programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,32,15.79,1,0
École universitaire de recherche arts et humanités - Campus Carlone,"master mention civilisations, cultures et sociétés",FR,master,other,onisep-fr-stage1-028,244409cd-c35a-5eb3-8a63-58b1faf6518c,"master mention civilisations, cultures et sociétés",master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Carlone,master mention langues étrangères appliquées,FR,master,other,onisep-fr-stage1-028,6344d41a-fdd0-5644-86ac-209f83326370,master mention langues étrangères appliquées,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Georges Méliès,licence mention humanités,FR,bachelor,other,onisep-fr-stage1-029,2eaaaaff-8813-58c6-870f-7eb32c37f6a6,licence mention humanités,licence,1 an,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Georges Méliès,licence mention sciences et humanités,FR,bachelor,other,onisep-fr-stage1-029,96c509ad-7afb-5c33-a47f-b49db274ca43,licence mention humanités,licence,1 an,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,33,13.16,1,5
École universitaire de recherche en droit et science politique - Faculté de droit et science politique - Campus Trotabas,master mention droit des affaires,FR,master,other,onisep-fr-stage1-033,546f63d0-1d09-592f-baec-3c564b05a6a3,master mention droit des affaires,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en droit et science politique - Faculté de droit et science politique - Campus Trotabas,master mention droit public,FR,master,other,onisep-fr-stage1-033,62a162a9-a6a1-57f4-a3b1-eb0e91c275e4,master mention droit public,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences de la société et de l'environnement - Campus Carlone,master mention sciences sociales,FR,master,other,onisep-fr-stage1-034,99b99133-5159-5038-b8d9-e413a69b1b20,master mention sciences sociales,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences de la société et de l'environnement - Campus Carlone,master mention ville et environnements urbains,FR,master,other,onisep-fr-stage1-034,6fe23143-7fdb-57ea-a7e6-1656c7c6ffa5,master mention ville et environnements urbains,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Plaine du Var - Écovallée,master mention gestion de l'environnement,FR,master,business,onisep-fr-stage1-037,7b6753ca-2400-51f3-b391-925e7ef33827,master mention gestion de l'environnement,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Plaine du Var - Écovallée,master mention physique fondamentale et applications,FR,master,other,onisep-fr-stage1-037,59c87f4f-e9fb-59a9-9c0c-ef57d23132d5,master mention physique fondamentale et applications,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Sophia Tech,master mention gestion de l'environnement,FR,master,business,onisep-fr-stage1-036,67d4335b-a04e-580e-9e0e-cdefa450480a,master mention gestion de l'environnement,master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Sophia Tech,"master mention sciences de la Terre et des planètes, environnement",FR,master,other,onisep-fr-stage1-036,a7314bac-e141-553c-b6f2-6f6577f85f8f,"master mention sciences de la Terre et des planètes, environnement",master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Valrose,master mention chimie moléculaire,FR,master,other,onisep-fr-stage1-035,21d727d7-7df7-5f09-b896-e62da24e9238,master mention chimie moléculaire,master,2 ans,Nice,"temps plein, cours en présentiel (6 mois en laboratoire ou en entreprise)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Valrose,master mention physique fondamentale et applications,FR,master,other,onisep-fr-stage1-035,7af5cdae-1e38-5d6c-a16b-d92503e58923,master mention physique fondamentale et applications,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention informatique,FR,master,computer science,onisep-fr-stage1-030,bea9cf87-a594-599a-af97-f393a534a5f1,master mention informatique,master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention méthodes informatiques appliquées à la gestion des entreprises,FR,master,computer science,onisep-fr-stage1-030,1d0f054d-8868-5c6e-bc0c-5286c035f206,master mention méthodes informatiques appliquées à la gestion des entreprises,master,2 ans,Biot,"temps plein, cours en présentiel ou cours partiellement en distanciel (enseignement à distance possible pour le parcours mobiquité, big data et intégration de systèmes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en économie et Management (ELMI) - Campus Saint-Jean d'Angely,master mention gestion des ressources humaines,FR,master,business,onisep-fr-stage1-031,da194efb-4270-5346-a7bb-56cb3d7b47a6,master mention gestion des ressources humaines,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en économie et Management (ELMI) - Campus Saint-Jean d'Angely,"master mention monnaie, banque, finance, assurance",FR,master,other,onisep-fr-stage1-031,88803846-33d0-5f69-96cb-474eb2633037,"master mention monnaie, banque, finance, assurance",master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en écosystèmes des sciences de la santé - Campus STAPS,master mention sciences et techniques des activités physiques et sportives  : activité physique adaptée et santé,FR,master,other,onisep-fr-stage1-032,9aa11c3a-96bc-55a3-b8c1-f7ff409776c5,master mention sciences et techniques des activités physiques et sportives : activité physique adaptée et santé,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en écosystèmes des sciences de la santé - Campus STAPS,master mention sciences et techniques des activités physiques et sportives : management du sport,FR,master,other,onisep-fr-stage1-032,31096360-54d5-509d-82d0-8e262fdbe4eb,master mention sciences et techniques des activités physiques et sportives : management du sport,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Delft University of Technology,Computer Science,NL,master,computer science,tu-delft-nl-canary,d09b3b83-7fe8-5626-bb42-6dd7661c0972,Computer Science,MASTER,,,VOLTIJD,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,34,10.53,2,2
Delft University of Technology,Data Science and Artificial Intelligence Technology,NL,master,computer science,tu-delft-nl-canary,dcf7376b-e09f-5a39-a42b-463e84ec8ccc,Data Science and Artificial Intelligence Technology,MASTER,,,VOLTIJD,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,34,10.53,1,0
Erasmus Universiteit Rotterdam,Business Administration,NL,bachelor,other,erasmus-nl-canary,2a72840d-c750-5afa-8adf-d8b51e4abe33,Bedrijfskunde,BACHELOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,36,5.26,1,0
